gff_file	kingdom	phylum	class	order	family	genus
/work/data/refseq/archaea/GCF_000299395.1/GCF_000299395.1_ASM29939v1_genomic.gbff	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	
/work/data/refseq/archaea/GCF_002214585.1/GCF_002214585.1_ASM221458v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000800805.1/GCF_000800805.1_ASM80080v1_genomic.gbff	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Candidatus Methanoplasma
/work/data/refseq/archaea/GCF_000306725.1/GCF_000306725.1_ASM30672v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
/work/data/refseq/archaea/GCF_000019605.1/GCF_000019605.1_ASM1960v1_genomic.gbff	Archaea	Candidatus Korarchaeota	Candidatus Korarchaeum			
/work/data/refseq/archaea/GCF_001458655.1/GCF_001458655.1_Mb9_genomic.gbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
/work/data/refseq/archaea/GCF_002214525.1/GCF_002214525.1_ASM221452v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_002214605.1/GCF_002214605.1_ASM221460v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000215995.1/GCF_000215995.1_ASM21599v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
/work/data/refseq/archaea/GCF_000022425.1/GCF_000022425.1_ASM2242v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_001027005.1/GCF_001027005.1_ASM102700v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000013725.1/GCF_000013725.1_ASM1372v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
/work/data/refseq/archaea/GCF_000011185.1/GCF_000011185.1_ASM1118v1_genomic.gbff	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma
/work/data/refseq/archaea/GCF_000012285.1/GCF_000012285.1_ASM1228v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_002197185.1/GCF_002197185.1_ASM219718v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000264495.1/GCF_000264495.1_ASM26449v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
/work/data/refseq/archaea/GCF_000403645.1/GCF_000403645.1_ASM40364v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Salinarchaeum
/work/data/refseq/archaea/GCF_001989615.1/GCF_001989615.1_ASM198961v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis
/work/data/refseq/archaea/GCF_001548675.1/GCF_001548675.1_ASM154867v1_genomic.gbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
/work/data/refseq/archaea/GCF_000970205.1/GCF_000970205.1_ASM97020v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000328665.1/GCF_000328665.1_ASM32866v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans
/work/data/refseq/archaea/GCF_000193375.1/GCF_000193375.1_ASM19337v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
/work/data/refseq/archaea/GCF_002906215.1/GCF_002906215.1_ASM290621v1_genomic.gbff	Archaea	Thaumarchaeota	Nitrososphaeria	Candidatus Nitrosocaldales	Candidatus Nitrosocaldaceae	Candidatus Nitrosocaldus
/work/data/refseq/archaea/GCF_000018365.1/GCF_000018365.1_ASM1836v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000015765.1/GCF_000015765.1_ASM1576v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum
/work/data/refseq/archaea/GCF_000015825.1/GCF_000015825.1_ASM1582v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
/work/data/refseq/archaea/GCF_002215525.1/GCF_002215525.1_ASM221552v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_900036045.1/GCF_900036045.1_Methanoculleus_sp_MAB1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
/work/data/refseq/archaea/GCF_000017625.1/GCF_000017625.1_ASM1762v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula
/work/data/refseq/archaea/GCF_000147875.1/GCF_000147875.1_ASM14787v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia
/work/data/refseq/archaea/GCF_000008645.1/GCF_000008645.1_ASM864v1_genomic.gbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
/work/data/refseq/archaea/GCF_000969905.1/GCF_000969905.1_ASM96990v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_002215485.1/GCF_002215485.1_ASM221548v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_001971705.1/GCF_001971705.1_ASM197170v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena
/work/data/refseq/archaea/GCF_000194625.1/GCF_000194625.1_ASM19462v1_genomic.gbff	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
/work/data/refseq/archaea/GCF_001767315.1/GCF_001767315.1_ASM176731v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum
/work/data/refseq/archaea/GCF_001433455.1/GCF_001433455.1_ASM143345v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000517625.1/GCF_000517625.1_ASM51762v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola
/work/data/refseq/archaea/GCF_001266675.1/GCF_001266675.1_ASM126667v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera
/work/data/refseq/archaea/GCF_000739065.1/GCF_000739065.1_ASM73906v1_genomic.gbff	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
/work/data/refseq/archaea/GCF_000769655.1/GCF_000769655.1_ASM76965v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000018485.1/GCF_000018485.1_ASM1848v1_genomic.gbff	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
/work/data/refseq/archaea/GCF_000022465.1/GCF_000022465.1_ASM2246v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_000025525.1/GCF_000025525.1_ASM2552v1_genomic.gbff	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
/work/data/refseq/archaea/GCF_000092185.1/GCF_000092185.1_ASM9218v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera
/work/data/refseq/archaea/GCF_002945325.1/GCF_002945325.1_ASM294532v1_genomic.gbff	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
/work/data/refseq/archaea/GCF_000148385.1/GCF_000148385.1_ASM14838v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta
/work/data/refseq/archaea/GCF_000063445.1/GCF_000063445.1_ASM6344v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella
/work/data/refseq/archaea/GCF_002788215.1/GCF_002788215.1_ASM278821v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halohasta
/work/data/refseq/archaea/GCF_000969985.1/GCF_000969985.1_ASM96998v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000970025.1/GCF_000970025.1_ASM97002v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_001889405.1/GCF_001889405.1_ASM188940v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus
/work/data/refseq/archaea/GCF_000968435.1/GCF_000968435.1_ASM96843v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_000300255.2/GCF_000300255.2_ASM30025v2_genomic.gbff	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Candidatus Methanomethylophilus
/work/data/refseq/archaea/GCF_000970185.1/GCF_000970185.1_ASM97018v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000015205.1/GCF_000015205.1_ASM1520v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
/work/data/refseq/archaea/GCF_001484685.1/GCF_001484685.1_ASM148468v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000022365.1/GCF_000022365.1_ASM2236v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000224475.1/GCF_000224475.1_ASM22447v1_genomic.gbff						
/work/data/refseq/archaea/GCF_000006805.1/GCF_000006805.1_ASM680v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium
/work/data/refseq/archaea/GCF_000970165.1/GCF_000970165.1_ASM97016v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000022405.1/GCF_000022405.1_ASM2240v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_000007065.1/GCF_000007065.1_ASM706v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000970325.1/GCF_000970325.1_ASM97032v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
/work/data/refseq/archaea/GCF_002215565.1/GCF_002215565.1_ASM221556v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_002906575.1/GCF_002906575.1_ASM290657v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
/work/data/refseq/archaea/GCF_000968355.1/GCF_000968355.1_ASM96835v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_000306765.2/GCF_000306765.2_ASM30676v2_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax
/work/data/refseq/archaea/GCF_000017185.1/GCF_000017185.1_ASM1718v1_genomic.gbff	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
/work/data/refseq/archaea/GCF_000698785.1/GCF_000698785.1_ASM69878v1_genomic.gbff	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera
/work/data/refseq/archaea/GCF_000385565.1/GCF_000385565.1_ASM38556v1_genomic.gbff	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
/work/data/refseq/archaea/GCF_000016605.1/GCF_000016605.1_ASM1660v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera
/work/data/refseq/archaea/GCF_000328685.1/GCF_000328685.1_ASM32868v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus
/work/data/refseq/archaea/GCF_000015145.1/GCF_000015145.1_ASM1514v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus
/work/data/refseq/archaea/GCF_000191585.1/GCF_000191585.1_ASM19158v1_genomic.gbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
/work/data/refseq/archaea/GCF_000275605.1/GCF_000275605.1_ASM27560v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
/work/data/refseq/archaea/GCF_001266695.1/GCF_001266695.1_ASM126669v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera
/work/data/refseq/archaea/GCF_002214505.1/GCF_002214505.1_ASM221450v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000024745.1/GCF_000024745.1_ASM2474v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_000022485.1/GCF_000022485.1_ASM2248v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_001006045.1/GCF_001006045.1_ASM100604v1_genomic.gbff	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus
/work/data/refseq/archaea/GCF_000017945.1/GCF_000017945.1_ASM1794v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
/work/data/refseq/archaea/GCF_000230955.2/GCF_000230955.2_ASM23095v3_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium
/work/data/refseq/archaea/GCF_000009965.1/GCF_000009965.1_ASM996v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000024185.1/GCF_000024185.1_ASM2418v1_genomic.gbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
/work/data/refseq/archaea/GCF_000025685.1/GCF_000025685.1_ASM2568v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax
/work/data/refseq/archaea/GCF_000970085.1/GCF_000970085.1_ASM97008v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000007305.1/GCF_000007305.1_ASM730v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
/work/data/refseq/archaea/GCF_900090055.1/GCF_900090055.1_C.divulgatum_PM4_genomic.gbff	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	Cuniculiplasma
/work/data/refseq/archaea/GCF_000504565.1/GCF_000504565.1_ASM50456v2_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula
/work/data/refseq/archaea/GCF_001886955.1/GCF_001886955.1_ASM188695v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum
/work/data/refseq/archaea/GCF_000016525.1/GCF_000016525.1_ASM1652v1_genomic.gbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
/work/data/refseq/archaea/GCF_002156705.1/GCF_002156705.1_ASM215670v1_genomic.gbff	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	unclassified Natrialbaceae
/work/data/refseq/archaea/GCF_001266655.1/GCF_001266655.1_ASM126665v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera
/work/data/refseq/archaea/GCF_000204415.1/GCF_000204415.1_ASM20441v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix
/work/data/refseq/archaea/GCF_001481685.1/GCF_001481685.1_ASM148168v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
/work/data/refseq/archaea/GCF_001560915.1/GCF_001560915.1_ASM156091v1_genomic.gbff	Archaea	Euryarchaeota	Thermoplasmata	unclassified Thermoplasmata		
/work/data/refseq/archaea/GCF_000025285.1/GCF_000025285.1_ASM2528v1_genomic.gbff	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
/work/data/refseq/archaea/GCF_002214385.1/GCF_002214385.1_ASM221438v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
/work/data/refseq/archaea/GCF_000011105.1/GCF_000011105.1_ASM1110v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
/work/data/refseq/archaea/GCF_000970285.1/GCF_000970285.1_ASM97028v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
/work/data/refseq/archaea/GCF_000446015.1/GCF_000446015.1_ASM44601v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
/work/data/refseq/archaea/GCF_900079125.1/GCF_900079125.1_MBBA_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
/work/data/refseq/archaea/GCF_000195935.2/GCF_000195935.2_ASM19593v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
/work/data/refseq/archaea/GCF_000340315.1/GCF_000340315.1_ASM34031v1_genomic.gbff	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
/work/data/refseq/archaea/GCF_000025865.1/GCF_000025865.1_ASM2586v1_genomic.gbff	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus
/work/data/refseq/archaea/GCF_002813695.1/GCF_002813695.1_ASM281369v1_genomic.gbff	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
/work/data/refseq/archaea/GCF_000725425.1/GCF_000725425.1_ASM72542v1_genomic.gbff	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus
/work/data/refseq/archaea/GCF_000025505.1/GCF_000025505.1_ASM2550v1_genomic.gbff	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus
